dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,hr
2011-03-30,2,0,3,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11,12,23.0
2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,3,3,0.0
2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5,1.0
2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.194,0,5,5,2.0
2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1,1,3.0
2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2,2,4.0
2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8,8,5.0
2011-03-31,2,0,3,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36,6.0
2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2537,5,87,92,7.0
2011-03-31,2,0,3,0,4,1,2,0.24,0.2273,1.0,0.2537,7,185,192,8.0
2011-03-31,2,0,3,0,4,1,3,0.26,0.2424,0.93,0.2537,6,126,132,9.0
2011-03-31,2,0,3,0,4,1,3,0.26,0.2424,0.93,0.2537,15,54,69,10.0
2011-03-31,2,0,3,0,4,1,3,0.28,0.2727,0.93,0.194,6,52,58,11.0
2011-03-31,2,0,3,0,4,1,3,0.28,0.2727,0.93,0.194,17,73,90,12.0
2011-03-31,2,0,3,0,4,1,3,0.3,0.303,0.87,0.1343,13,55,68,13.0
2011-03-31,2,0,3,0,4,1,3,0.3,0.303,0.87,0.1343,27,49,76,14.0
2011-03-31,2,0,3,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65,15.0
2011-03-31,2,0,3,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72,85,16.0
2011-03-31,2,0,3,0,4,1,2,0.3,0.2879,0.87,0.2537,15,153,168,17.0
2011-03-31,2,0,3,0,4,1,2,0.3,0.303,0.87,0.1343,12,165,177,18.0
2011-03-31,2,0,3,0,4,1,2,0.3,0.303,0.87,0.1343,12,118,130,19.0
2011-03-31,2,0,3,0,4,1,3,0.28,0.2576,0.93,0.2836,6,79,85,20.0
2011-03-31,2,0,3,0,4,1,2,0.28,0.2727,0.93,0.1642,7,53,60,21.0
2011-03-31,2,0,3,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51,22.0
2011-03-31,2,0,3,0,4,1,3,0.26,0.2576,1.0,0.1642,4,23,27,23.0
2011-04-01,2,0,4,0,5,1,3,0.26,0.2576,1.0,0.1642,0,6,6,0.0
2011-04-01,2,0,4,0,5,1,3,0.26,0.2576,1.0,0.1642,0,4,4,1.0
2011-04-01,2,0,4,0,5,1,3,0.26,0.2576,0.93,0.194,0,7,7,2.0
2011-04-01,2,0,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,4,4,3.0
2011-04-01,2,0,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,3,3,4.0
2011-04-01,2,0,4,0,5,1,3,0.24,0.2273,0.93,0.2239,1,11,12,5.0
2011-04-01,2,0,4,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28,6.0
2011-04-01,2,0,4,0,5,1,3,0.24,0.2424,0.93,0.0,4,91,95,7.0
2011-04-01,2,0,4,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206,8.0
2011-04-01,2,0,4,0,5,1,1,0.32,0.2879,0.7,0.3582,11,162,173,9.0
2011-04-01,2,0,4,0,5,1,1,0.32,0.303,0.66,0.2836,12,63,75,10.0
2011-04-01,2,0,4,0,5,1,1,0.32,0.2879,0.61,0.3582,17,72,89,11.0
2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.53,0.3582,15,80,95,12.0
2011-04-01,2,0,4,0,5,1,1,0.36,0.3333,0.5,0.3582,18,92,110,13.0
2011-04-01,2,0,4,0,5,1,2,0.36,0.3333,0.46,0.3582,26,61,87,14.0
2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.46,0.4179,30,81,111,15.0
2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.46,0.4179,42,125,167,16.0
2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.46,0.3284,36,245,281,17.0
2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.46,0.3284,36,205,241,18.0
2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.49,0.3284,16,120,136,19.0
2011-04-01,2,0,4,0,5,1,1,0.32,0.3182,0.53,0.194,2,75,77,20.0
2011-04-01,2,0,4,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84,93,21.0
2011-04-01,2,0,4,0,5,1,1,0.3,0.303,0.56,0.1642,10,64,74,22.0
2011-04-01,2,0,4,0,5,1,1,0.3,0.3182,0.61,0.0896,12,41,53,23.0
2011-04-02,2,0,4,0,6,0,2,0.3,0.3333,0.61,0.0,3,29,32,0.0
2011-04-02,2,0,4,0,6,0,1,0.26,0.2727,0.65,0.1343,4,28,32,1.0
2011-04-02,2,0,4,0,6,0,1,0.24,0.2424,0.75,0.1343,1,20,21,2.0
2011-04-02,2,0,4,0,6,0,1,0.24,0.2424,0.7,0.1642,1,8,9,3.0
2011-04-02,2,0,4,0,6,0,1,0.24,0.2424,0.7,0.1642,0,5,5,4.0
2011-04-02,2,0,4,0,6,0,2,0.24,0.2424,0.75,0.1642,1,4,5,5.0
2011-04-02,2,0,4,0,6,0,1,0.26,0.2727,0.7,0.1045,5,7,12,6.0
2011-04-02,2,0,4,0,6,0,2,0.26,0.2727,0.7,0.1045,2,16,18,7.0
2011-04-02,2,0,4,0,6,0,1,0.3,0.3182,0.7,0.1045,10,45,55,8.0
2011-04-02,2,0,4,0,6,0,2,0.34,0.3485,0.66,0.1045,22,65,87,9.0
2011-04-02,2,0,4,0,6,0,2,0.36,0.3485,0.57,0.1642,41,113,154,10.0
2011-04-02,2,0,4,0,6,0,2,0.4,0.4091,0.47,0.1642,72,126,198,11.0
2011-04-02,2,0,4,0,6,0,3,0.32,0.3333,0.81,0.1343,84,100,184,12.0
2011-04-02,2,0,4,0,6,0,1,0.34,0.3333,0.81,0.1343,56,81,137,13.0
2011-04-02,2,0,4,0,6,0,3,0.32,0.303,0.76,0.3284,97,93,190,14.0
2011-04-02,2,0,4,0,6,0,3,0.34,0.303,0.76,0.3881,72,64,136,15.0
2011-04-02,2,0,4,0,6,0,1,0.38,0.3939,0.62,0.3284,111,85,196,16.0
2011-04-02,2,0,4,0,6,0,1,0.38,0.3939,0.54,0.3582,89,95,184,17.0
2011-04-02,2,0,4,0,6,0,1,0.38,0.3939,0.54,0.194,69,110,179,18.0
2011-04-02,2,0,4,0,6,0,1,0.36,0.3333,0.53,0.3582,71,77,148,19.0
2011-04-02,2,0,4,0,6,0,1,0.34,0.3182,0.53,0.2836,29,56,85,20.0
2011-04-02,2,0,4,0,6,0,1,0.32,0.303,0.61,0.2537,24,53,77,21.0
2011-04-02,2,0,4,0,6,0,1,0.32,0.303,0.61,0.2985,14,41,55,22.0
2011-04-02,2,0,4,0,6,0,1,0.32,0.3182,0.61,0.1642,20,33,53,23.0
2011-04-03,2,0,4,0,0,0,1,0.3,0.2879,0.65,0.194,8,31,39,0.0
2011-04-03,2,0,4,0,0,0,1,0.3,0.3182,0.61,0.1045,8,26,34,1.0
2011-04-03,2,0,4,0,0,0,1,0.26,0.2727,0.7,0.1343,5,19,24,2.0
2011-04-03,2,0,4,0,0,0,1,0.3,0.3333,0.61,0.0,3,8,11,3.0
2011-04-03,2,0,4,0,0,0,1,0.28,0.303,0.7,0.0896,3,0,3,4.0
2011-04-03,2,0,4,0,0,0,1,0.28,0.2727,0.65,0.2239,1,4,5,5.0
2011-04-03,2,0,4,0,0,0,1,0.28,0.2727,0.65,0.194,10,23,33,6.0
2011-04-03,2,0,4,0,0,0,1,0.32,0.303,0.57,0.2239,13,20,33,7.0
2011-04-03,2,0,4,0,0,0,1,0.34,0.3333,0.57,0.1642,18,44,62,8.0
2011-04-03,2,0,4,0,0,0,1,0.36,0.3182,0.5,0.4925,68,74,142,9.0
2011-04-03,2,0,4,0,0,0,1,0.4,0.4091,0.43,0.4179,111,104,215,10.0
2011-04-03,2,0,4,0,0,0,1,0.42,0.4242,0.41,0.2537,139,104,243,11.0
2011-04-03,2,0,4,0,0,0,1,0.44,0.4394,0.38,0.2836,166,147,313,12.0
2011-04-03,2,0,4,0,0,0,1,0.44,0.4394,0.33,0.2985,219,148,367,13.0
2011-04-03,2,0,4,0,0,0,1,0.46,0.4545,0.31,0.1343,240,109,349,14.0
2011-04-03,2,0,4,0,0,0,2,0.46,0.4545,0.33,0.0,174,118,292,15.0
2011-04-03,2,0,4,0,0,0,2,0.46,0.4545,0.31,0.194,147,156,303,16.0
2011-04-03,2,0,4,0,0,0,2,0.46,0.4545,0.28,0.1343,148,126,274,17.0
2011-04-03,2,0,4,0,0,0,2,0.46,0.4545,0.31,0.0,71,101,172,18.0
2011-04-03,2,0,4,0,0,0,2,0.42,0.4242,0.44,0.194,51,93,144,19.0
2011-04-03,2,0,4,0,0,0,3,0.42,0.4242,0.41,0.2239,24,55,79,20.0
2011-04-03,2,0,4,0,0,0,2,0.42,0.4242,0.44,0.2239,8,37,45,21.0
2011-04-03,2,0,4,0,0,0,1,0.4,0.4091,0.43,0.1045,7,29,36,22.0
2011-04-03,2,0,4,0,0,0,1,0.4,0.4091,0.5,0.0896,9,22,31,23.0
2011-04-04,2,0,4,0,1,1,1,0.4,0.4091,0.5,0.2239,1,5,6,0.0
2011-04-04,2,0,4,0,1,1,1,0.4,0.4091,0.56,0.3582,7,4,11,1.0
2011-04-04,2,0,4,0,1,1,1,0.38,0.3939,0.66,0.2537,1,1,2,2.0
2011-04-04,2,0,4,0,1,1,1,0.38,0.3939,0.66,0.2836,1,0,1,3.0
2011-04-04,2,0,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2,4.0
2011-04-04,2,0,4,0,1,1,1,0.4,0.4091,0.62,0.2537,0,7,7,5.0
2011-04-04,2,0,4,0,1,1,1,0.42,0.4242,0.58,0.2836,3,43,46,6.0
2011-04-04,2,0,4,0,1,1,2,0.44,0.4394,0.54,0.2537,7,150,157,7.0
2011-04-04,2,0,4,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339,8.0
2011-04-04,2,0,4,0,1,1,2,0.5,0.4848,0.51,0.3881,24,134,158,9.0
2011-04-04,2,0,4,0,1,1,2,0.54,0.5152,0.45,0.3582,35,55,90,10.0
2011-04-04,2,0,4,0,1,1,1,0.6,0.6212,0.4,0.3881,58,66,124,11.0
2011-04-04,2,0,4,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157,12.0
2011-04-04,2,0,4,0,1,1,1,0.68,0.6364,0.34,0.3284,47,92,139,13.0
2011-04-04,2,0,4,0,1,1,2,0.74,0.6515,0.27,0.4925,47,76,123,14.0
2011-04-04,2,0,4,0,1,1,1,0.76,0.6667,0.23,0.5522,47,96,143,15.0
2011-04-04,2,0,4,0,1,1,1,0.76,0.6515,0.22,0.5224,59,130,189,16.0
2011-04-04,2,0,4,0,1,1,1,0.74,0.6515,0.23,0.6119,83,283,366,17.0
2011-04-04,2,0,4,0,1,1,2,0.72,0.6364,0.23,0.4925,78,308,386,18.0
2011-04-04,2,0,4,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278,19.0
2011-04-04,2,0,4,0,1,1,2,0.7,0.6364,0.24,0.5522,40,133,173,20.0
2011-04-04,2,0,4,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95,21.0
2011-04-04,2,0,4,0,1,1,2,0.68,0.6364,0.36,0.4627,17,58,75,22.0
2011-04-04,2,0,4,0,1,1,2,0.64,0.6212,0.47,0.2239,18,30,48,23.0
2011-04-05,2,0,4,0,2,1,1,0.62,0.6212,0.5,0.1045,10,12,22,0.0
2011-04-05,2,0,4,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15,1.0
2011-04-05,2,0,4,0,2,1,2,0.54,0.5152,0.73,0.3284,0,5,5,2.0
2011-04-05,2,0,4,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4,3.0
2011-04-05,2,0,4,0,2,1,3,0.5,0.4848,0.88,0.4925,0,2,2,4.0
2011-04-05,2,0,4,0,2,1,3,0.46,0.4545,0.94,0.2985,0,5,5,5.0
2011-04-05,2,0,4,0,2,1,2,0.48,0.4697,0.88,0.3284,2,36,38,6.0
2011-04-05,2,0,4,0,2,1,2,0.48,0.4697,0.88,0.3284,10,124,134,7.0
2011-04-05,2,0,4,0,2,1,3,0.38,0.3939,0.87,0.5821,9,148,157,8.0
2011-04-05,2,0,4,0,2,1,3,0.36,0.3182,0.87,0.4925,2,44,46,9.0
2011-04-05,2,0,4,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28,10.0
2011-04-05,2,0,4,0,2,1,3,0.32,0.2879,0.81,0.4478,1,18,19,11.0
2011-04-05,2,0,4,0,2,1,2,0.34,0.303,0.71,0.3881,6,32,38,12.0
2011-04-05,2,0,4,0,2,1,2,0.36,0.3333,0.63,0.4179,5,51,56,13.0
2011-04-05,2,0,4,0,2,1,2,0.36,0.3182,0.57,0.4925,9,67,76,14.0
2011-04-05,2,0,4,0,2,1,1,0.4,0.4091,0.46,0.4627,6,62,68,15.0
2011-04-05,2,0,4,0,2,1,1,0.38,0.3939,0.46,0.4179,17,113,130,16.0
2011-04-05,2,0,4,0,2,1,1,0.42,0.4242,0.38,0.4179,27,246,273,17.0
2011-04-05,2,0,4,0,2,1,1,0.38,0.3939,0.4,0.4925,19,248,267,18.0
2011-04-05,2,0,4,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160,19.0
2011-04-05,2,0,4,0,2,1,1,0.34,0.3182,0.46,0.2836,4,87,91,20.0
2011-04-05,2,0,4,0,2,1,1,0.34,0.2879,0.46,0.5224,8,81,89,21.0
2011-04-05,2,0,4,0,2,1,1,0.32,0.303,0.49,0.2985,3,43,46,22.0
2011-04-05,2,0,4,0,2,1,1,0.3,0.2879,0.49,0.2836,3,23,26,23.0
2011-04-06,2,0,4,0,3,1,1,0.3,0.3182,0.49,0.1045,0,15,15,0.0
2011-04-06,2,0,4,0,3,1,1,0.26,0.2727,0.6,0.1343,0,2,2,1.0
2011-04-06,2,0,4,0,3,1,1,0.24,0.2424,0.7,0.1343,0,5,5,2.0
2011-04-06,2,0,4,0,3,1,1,0.26,0.2727,0.6,0.1343,0,4,4,3.0
2011-04-06,2,0,4,0,3,1,1,0.24,0.2424,0.65,0.1343,0,1,1,4.0
2011-04-06,2,0,4,0,3,1,1,0.24,0.2576,0.7,0.1045,1,12,13,5.0
2011-04-06,2,0,4,0,3,1,1,0.24,0.2576,0.7,0.1045,4,52,56,6.0
2011-04-06,2,0,4,0,3,1,1,0.26,0.2727,0.65,0.1045,3,130,133,7.0
2011-04-06,2,0,4,0,3,1,1,0.32,0.303,0.61,0.2239,17,308,325,8.0
2011-04-06,2,0,4,0,3,1,1,0.36,0.3333,0.46,0.2537,8,157,165,9.0
2011-04-06,2,0,4,0,3,1,1,0.4,0.4091,0.37,0.3881,21,48,69,10.0
2011-04-06,2,0,4,0,3,1,1,0.42,0.4242,0.38,0.3881,23,70,93,11.0
2011-04-06,2,0,4,0,3,1,1,0.44,0.4394,0.41,0.2537,22,112,134,12.0
2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.38,0.4925,29,83,112,13.0
2011-04-06,2,0,4,0,3,1,1,0.5,0.4848,0.34,0.4179,35,80,115,14.0
2011-04-06,2,0,4,0,3,1,1,0.52,0.5,0.32,0.3284,34,83,117,15.0
2011-04-06,2,0,4,0,3,1,1,0.54,0.5152,0.28,0.4179,27,142,169,16.0
2011-04-06,2,0,4,0,3,1,1,0.52,0.5,0.32,0.4478,53,303,356,17.0
2011-04-06,2,0,4,0,3,1,1,0.52,0.5,0.29,0.3582,43,282,325,18.0
2011-04-06,2,0,4,0,3,1,1,0.5,0.4848,0.31,0.2985,36,196,232,19.0
2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.51,0.2239,15,126,141,20.0
2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.41,0.2836,18,84,102,21.0
2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.41,0.2836,13,71,84,22.0
2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.41,0.2985,11,29,40,23.0
2011-04-07,2,0,4,0,4,1,1,0.46,0.4545,0.41,0.2836,5,15,20,0.0
2011-04-07,2,0,4,0,4,1,1,0.42,0.4242,0.47,0.1343,2,11,13,1.0
2011-04-07,2,0,4,0,4,1,1,0.42,0.4242,0.54,0.0,0,7,7,2.0
2011-04-07,2,0,4,0,4,1,1,0.36,0.3485,0.66,0.194,0,3,3,3.0
2011-04-07,2,0,4,0,4,1,1,0.34,0.3333,0.76,0.194,0,1,1,4.0
2011-04-07,2,0,4,0,4,1,1,0.34,0.3182,0.76,0.2239,0,6,6,5.0
2011-04-07,2,0,4,0,4,1,1,0.32,0.303,0.81,0.2537,5,59,64,6.0
2011-04-07,2,0,4,0,4,1,2,0.34,0.3333,0.76,0.1642,8,152,160,7.0
2011-04-07,2,0,4,0,4,1,1,0.36,0.3485,0.76,0.194,23,291,314,8.0
2011-04-07,2,0,4,0,4,1,2,0.4,0.4091,0.66,0.1343,15,155,170,9.0
2011-04-07,2,0,4,0,4,1,2,0.42,0.4242,0.67,0.1045,29,66,95,10.0
2011-04-07,2,0,4,0,4,1,2,0.46,0.4545,0.55,0.0,36,86,122,11.0
2011-04-07,2,0,4,0,4,1,2,0.46,0.4545,0.55,0.0,39,114,153,12.0
2011-04-07,2,0,4,0,4,1,2,0.52,0.5,0.48,0.0896,36,99,135,13.0
2011-04-07,2,0,4,0,4,1,1,0.56,0.5303,0.43,0.0896,46,111,157,14.0
2011-04-07,2,0,4,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160,15.0
2011-04-07,2,0,4,0,4,1,1,0.6,0.6212,0.35,0.0,52,161,213,16.0
2011-04-07,2,0,4,0,4,1,1,0.52,0.5,0.52,0.2836,63,280,343,17.0
2011-04-07,2,0,4,0,4,1,1,0.48,0.4697,0.55,0.2537,68,265,333,18.0
2011-04-07,2,0,4,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226,19.0
2011-04-07,2,0,4,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203,20.0
2011-04-07,2,0,4,0,4,1,2,0.44,0.4394,0.67,0.2836,19,89,108,21.0
2011-04-07,2,0,4,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81,22.0
2011-04-07,2,0,4,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54,23.0
2011-04-08,2,0,4,0,5,1,2,0.36,0.3485,0.76,0.2239,4,21,25,0.0
2011-04-08,2,0,4,0,5,1,2,0.34,0.3333,0.76,0.1343,3,6,9,1.0
2011-04-08,2,0,4,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13,2.0
2011-04-08,2,0,4,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1,3.0
2011-04-08,2,0,4,0,5,1,2,0.34,0.3333,0.86,0.1343,0,1,1,4.0
2011-04-08,2,0,4,0,5,1,2,0.32,0.3182,0.87,0.194,1,8,9,5.0
2011-04-08,2,0,4,0,5,1,2,0.34,0.3636,0.87,0.0,2,33,35,6.0
2011-04-08,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113,7.0
2011-04-08,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221,8.0
2011-04-08,2,0,4,0,5,1,2,0.36,0.3485,0.76,0.194,17,168,185,9.0
2011-04-08,2,0,4,0,5,1,2,0.36,0.3333,0.71,0.2836,10,63,73,10.0
2011-04-08,2,0,4,0,5,1,2,0.4,0.4091,0.62,0.3881,19,79,98,11.0
2011-04-08,2,0,4,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80,12.0
2011-04-08,2,0,4,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42,13.0
2011-04-08,2,0,4,0,5,1,3,0.34,0.3182,0.87,0.2239,2,13,15,14.0
2011-04-08,2,0,4,0,5,1,3,0.34,0.3182,0.87,0.2239,1,24,25,15.0
2011-04-08,2,0,4,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60,16.0
2011-04-08,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,148,17.0
2011-04-08,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2537,8,54,62,18.0
2011-04-08,2,0,4,0,5,1,3,0.3,0.2727,0.93,0.4179,1,52,53,19.0
2011-04-08,2,0,4,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63,20.0
2011-04-08,2,0,4,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54,21.0
2011-04-08,2,0,4,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51,22.0
2011-04-08,2,0,4,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35,23.0
2011-04-09,2,0,4,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31,0.0
2011-04-09,2,0,4,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20,1.0
2011-04-09,2,0,4,0,6,0,2,0.32,0.303,0.87,0.2239,2,15,17,2.0
2011-04-09,2,0,4,0,6,0,3,0.3,0.2879,1.0,0.2537,3,11,14,3.0
2011-04-09,2,0,4,0,6,0,3,0.3,0.2727,1.0,0.2537,0,3,3,4.0
2011-04-09,2,0,4,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5,5.0
2011-04-09,2,0,4,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13,6.0
2011-04-09,2,0,4,0,6,0,2,0.3,0.303,0.93,0.1642,8,13,21,7.0
2011-04-09,2,0,4,0,6,0,2,0.32,0.303,0.93,0.1642,7,47,54,8.0
2011-04-09,2,0,4,0,6,0,2,0.34,0.3485,0.87,0.1045,27,71,98,9.0
2011-04-09,2,0,4,0,6,0,2,0.34,0.3333,0.87,0.1343,43,90,133,10.0
2011-04-09,2,0,4,0,6,0,2,0.36,0.3636,0.81,0.0,51,91,142,11.0
2011-04-09,2,0,4,0,6,0,2,0.36,0.3485,0.81,0.1343,79,123,202,12.0
2011-04-09,2,0,4,0,6,0,2,0.36,0.3788,0.81,0.0,114,108,222,13.0
2011-04-09,2,0,4,0,6,0,2,0.36,0.3485,0.81,0.1343,94,118,212,14.0
2011-04-09,2,0,4,0,6,0,2,0.36,0.3788,0.87,0.0,85,116,201,15.0
2011-04-09,2,0,4,0,6,0,2,0.38,0.3939,0.82,0.0,73,118,191,16.0
2011-04-09,2,0,4,0,6,0,2,0.38,0.3939,0.82,0.0896,128,129,257,17.0
2011-04-09,2,0,4,0,6,0,2,0.38,0.3939,0.82,0.1045,48,129,177,18.0
2011-04-09,2,0,4,0,6,0,2,0.38,0.3939,0.82,0.1343,47,83,130,19.0
2011-04-09,2,0,4,0,6,0,2,0.38,0.3939,0.87,0.1642,19,74,93,20.0
2011-04-09,2,0,4,0,6,0,2,0.36,0.3485,0.93,0.1343,10,65,75,21.0
2011-04-09,2,0,4,0,6,0,2,0.36,0.3485,0.93,0.1343,21,66,87,22.0
2011-04-09,2,0,4,0,6,0,2,0.38,0.3939,0.87,0.0896,12,45,57,23.0
2011-04-10,2,0,4,0,0,0,2,0.38,0.3939,0.87,0.0896,5,48,53,0.0
2011-04-10,2,0,4,0,0,0,2,0.38,0.3939,0.87,0.1343,6,31,37,1.0
2011-04-10,2,0,4,0,0,0,2,0.38,0.3939,0.87,0.0896,12,24,36,2.0
2011-04-10,2,0,4,0,0,0,2,0.38,0.3939,0.87,0.1343,5,11,16,3.0
2011-04-10,2,0,4,0,0,0,2,0.36,0.3636,0.93,0.1045,3,2,5,4.0
2011-04-10,2,0,4,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,5.0
2011-04-10,2,0,4,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,6.0
2011-04-10,2,0,4,0,0,0,2,0.36,0.3636,1.0,0.0896,3,7,10,7.0
2011-04-10,2,0,4,0,0,0,2,0.38,0.3939,0.94,0.0896,17,38,55,8.0
2011-04-10,2,0,4,0,0,0,2,0.38,0.3939,0.94,0.1343,31,50,81,9.0
2011-04-10,2,0,4,0,0,0,2,0.4,0.4091,0.87,0.0,69,81,150,10.0
2011-04-10,2,0,4,0,0,0,2,0.4,0.4091,0.87,0.1343,93,109,202,11.0
2011-04-10,2,0,4,0,0,0,2,0.42,0.4242,0.88,0.1343,94,136,230,12.0
2011-04-10,2,0,4,0,0,0,1,0.46,0.4545,0.82,0.1045,121,142,263,13.0
2011-04-10,2,0,4,0,0,0,1,0.5,0.4848,0.72,0.194,148,133,281,14.0
2011-04-10,2,0,4,0,0,0,1,0.5,0.4848,0.77,0.2239,156,141,297,15.0
2011-04-10,2,0,4,0,0,0,2,0.52,0.5,0.72,0.1642,135,153,288,16.0
2011-04-10,2,0,4,0,0,0,2,0.52,0.5,0.72,0.194,84,152,236,17.0
2011-04-10,2,0,4,0,0,0,1,0.5,0.4848,0.77,0.194,103,137,240,18.0
2011-04-10,2,0,4,0,0,0,1,0.5,0.4848,0.77,0.194,47,84,131,19.0
2011-04-10,2,0,4,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92,20.0
2011-04-10,2,0,4,0,0,0,1,0.44,0.4394,0.88,0.194,18,77,95,21.0
2011-04-10,2,0,4,0,0,0,1,0.44,0.4394,0.94,0.2537,12,45,57,22.0
2011-04-10,2,0,4,0,0,0,1,0.46,0.4545,0.88,0.3582,5,27,32,23.0
2011-04-11,2,0,4,0,1,1,1,0.48,0.4697,0.88,0.3284,7,16,23,0.0
2011-04-11,2,0,4,0,1,1,1,0.46,0.4545,0.94,0.2836,1,3,4,1.0
2011-04-11,2,0,4,0,1,1,1,0.46,0.4545,0.94,0.2836,7,2,9,2.0
2011-04-11,2,0,4,0,1,1,1,0.46,0.4545,0.94,0.194,0,1,1,4.0
2011-04-11,2,0,4,0,1,1,1,0.46,0.4545,0.94,0.194,1,12,13,5.0
2011-04-11,2,0,4,0,1,1,2,0.46,0.4545,1.0,0.2239,2,59,61,6.0
2011-04-11,2,0,4,0,1,1,2,0.5,0.4848,0.88,0.2239,12,164,176,7.0
2011-04-11,2,0,4,0,1,1,2,0.52,0.5,0.88,0.2836,28,286,314,8.0
2011-04-11,2,0,4,0,1,1,2,0.56,0.5303,0.83,0.2836,33,132,165,9.0
2011-04-11,2,0,4,0,1,1,2,0.56,0.5303,0.83,0.2985,41,55,96,10.0
2011-04-11,2,0,4,0,1,1,2,0.6,0.5909,0.73,0.2985,45,59,104,11.0
2011-04-11,2,0,4,0,1,1,2,0.6,0.5909,0.73,0.3284,37,97,134,12.0
2011-04-11,2,0,4,0,1,1,2,0.64,0.6061,0.69,0.4179,62,77,139,13.0
2011-04-11,2,0,4,0,1,1,2,0.72,0.6667,0.54,0.3582,60,85,145,14.0
2011-04-11,2,0,4,0,1,1,1,0.74,0.6667,0.48,0.5224,56,85,141,15.0
2011-04-11,2,0,4,0,1,1,1,0.74,0.6667,0.48,0.5224,73,162,235,16.0
2011-04-11,2,0,4,0,1,1,1,0.74,0.6667,0.48,0.5224,100,352,452,17.0
2011-04-11,2,0,4,0,1,1,1,0.72,0.6667,0.51,0.3881,93,290,383,18.0
2011-04-11,2,0,4,0,1,1,1,0.72,0.6667,0.51,0.4478,73,211,284,19.0
2011-04-11,2,0,4,0,1,1,1,0.68,0.6364,0.57,0.5224,44,122,166,20.0
2011-04-11,2,0,4,0,1,1,1,0.66,0.6212,0.61,0.2537,39,119,158,21.0
